idkec;nmkec;path;residential;service;tertiary;track;unclassified;trunk;footway;pedestrian;steps;primary;primary_link;secondary;tertiary_link;trunk_link;living_street;secondary_link;raceway;road;cycleway;construction;corridor
6301010;PANYIPATAN;579.772;82053.581;21097.882;51048.964;109537.646;59491.267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6301020;TAKISUNG;184.595;142508.932;33659.613;40943.071;52667.693;54935.968;0;2127.154;0;0;0;0;34598.565;0;0;0;0;0;0;0;0;0
6301030;KURAU;555.585;25193.076;14622.408;17624.54;26529.259;27824.637;0;0;0;0;0;0;22718.408;0;0;0;0;0;0;0;0;0
6301031;BUMI MAKMUR;887.669;25925.616;477.719;0;55830.617;52520.375;0;0;0;0;0;0;18802.415;0;0;127.163;0;0;0;0;0;0
6301040;BATI-BATI;7621.763;158824.877;189666.003;43404.855;59992.895;76280.509;16216.582;70.29;0;0;9098.724;0;0;0;132.981;0;0;0;0;0;0;0
6301050;TAMBANG ULANG;14935.758;79953.534;128643.872;66876.694;47622.071;46643.804;16986.224;11256.134;0;0;0;0;0;0;17.31;0;0;0;0;0;0;0
6301060;PELAIHARI;4864.816;317840.581;267780.077;75974.898;24958.277;97809.144;31600.772;832.881;330.975;0;0;0;12427.279;17.282;0;111.344;12.351;0;0;0;0;0
6301061;BAJUIN;777.453;81849.006;123482.058;44440.033;16164.994;60873.807;0;313.285;0;0;0;0;28944.147;0;0;0;0;0;0;0;0;0
6301070;BATU AMPAR;1916.027;118467.915;280864.477;46198.464;10357.137;99341.929;29769.927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6301080;JORONG;413.816;185473.094;503372.718;20264.728;120737.477;110394.577;44531.218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6301090;KINTAP;6494.487;172479.983;1335105.187;0;79796.507;81730.637;43597.251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6302010;PULAU SEMBILAN;0;3053.643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6302020;PULAU LAUT BARAT;0;23378.869;190014.192;13443.113;28198.63;80100.393;0;0;0;0;0;0;32959.251;0;0;0;0;0;0;0;0;0
6302021;PULAU LAUT TANJUNG SELAYAR;0;40177.772;79803.992;13443.113;4041.761;56419.796;0;546.544;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6302030;PULAU LAUT SELATAN;238.753;8519.175;97200.57;0;6780.71;108987.727;0;273.737;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6302031;PULAU LAUT KEPULAUAN;0;9766.06;16881.614;0;3333.139;71832.715;0;112.353;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6302040;PULAU LAUT TIMUR;24724.274;56068.404;288659.654;0;11342.226;14946.068;0;6921.623;0;0;0;0;58071.038;0;0;0;0;0;0;0;0;0
6302050;PULAU SEBUKU;0;15009.257;65033.108;37650.321;10874.061;17951.966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6302060;PULAU LAUT UTARA;843.568;112393.3;17359.683;18469.176;33103.45;6283.388;16197.326;236.937;0;0;0;0;980.9;0;0;213.754;6.315;0;0;0;0;0
6302061;PULAU LAUT TENGAH;0;41366.858;60164.958;0;34193.139;45942.717;25061.122;0;0;0;0;0;38363.731;0;0;0;83.122;0;0;0;0;0
6302062;PULAU LAUT SIGAM;667.887;48169.185;5907.34;1404.305;4244.598;1057.742;1238.26;617.493;0;0;0;0;23762.427;0;0;0;0;1078.301;0;0;0;0
6302120;KELUMPANG SELATAN;80.452;47385.359;525711.728;0;61434.754;38304.525;0;282.581;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6302121;KELUMPANG HILIR;1481.775;126109.901;739809.029;14991.986;2374.403;59278.502;26909.662;168.437;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6302130;KELUMPANG HULU;0;68027.815;750470.391;27502.334;47296.346;55377.494;52377.666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6302140;HAMPANG;193.734;124546.149;434793.644;27502.334;71254.993;22384.632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6302150;SUNGAI DURIAN;0;33558.121;426192.534;30308.094;30255.503;41442.207;34540.511;0;0;0;0;0;0;20.421;0;0;0;0;0;0;0;0
6302160;KELUMPANG TENGAH;9032.711;47362.529;202986.801;0;16270.561;108141.69;0;197.334;0;594.741;0;0;0;0;0;0;0;0;0;0;0;0
6302161;KELUMPANG BARAT;0;36144.198;264479.824;16276.769;6987.546;30958.532;55996.594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6302170;KELUMPANG UTARA;302.033;10181.715;42582.932;0;10109.583;112865.011;0;136.882;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6302180;PAMUKAN SELATAN;294.05;11151.269;196939.349;0;6423.984;37043.599;0;89.539;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6302190;SAMPANAHAN;152.822;46116.461;129788.152;16276.769;8320.22;86584.062;0;0;0;0;0;0;0;0;0;1100.162;0;0;0;0;0;0
6302200;PAMUKAN UTARA;0;55759.479;696220.986;19786.49;12305.675;96598.155;0;177.329;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6302201;PAMUKAN BARAT;813.818;49927.123;153100.123;0;17948.649;172088.272;23619.317;412.955;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6303010;ALUH - ALUH;3532.265;80591.16;850.35;18690.287;1237.422;14003.966;0;525.496;70.951;1326.027;0;0;0;0;0;83.822;0;0;0;0;0;0
6303011;BERUNTUNG BARU;0;54200.863;398.657;13563.173;15251.702;63709.992;0;0;0;0;0;0;11577.389;0;0;222.976;0;0;0;0;0;0
6303020;GAMBUT;1648.698;204221.058;37671.756;40968.53;25146.832;66448.91;58639.882;1228.511;0;0;0;0;27651.387;0;287.812;0;0;0;0;0;0;0
6303030;KERTAK HANYAR;664.557;209919.684;14694.69;18895.448;5510.323;8110.664;43787.278;1230.439;0;0;0;0;0;0;180.859;0;0;0;0;0;0;0
6303031;TATAH MAKMUR;0;60495.786;2660.23;18246.169;333.941;0;23522.007;0;0;38.042;0;0;0;0;94.272;0;0;0;0;0;0;0
6303040;SUNGAI TABUK;944.266;197943.037;8631.006;27650.563;30172.579;40564.141;14542.026;0;127.982;0;21893.55;0;7522.507;0;0;82.592;0;0;0;0;0;0
6303050;MARTAPURA;1880.767;386936.251;31655.503;33149.906;15305.866;37652.982;15494.068;2589.611;0;0;1881.321;0;29484.773;12.193;82.554;1998.24;0;0;0;0;0;0
6303051;MARTAPURA TIMUR;729.85;34530.409;1143.908;20967.08;3077.647;4244.767;6699.136;455.601;0;0;5613.477;0;3025.07;0;0;0;0;0;0;0;0;0
6303052;MARTAPURA BARAT;207.355;58732.241;26545.5;23684.797;38556.793;39723.088;0;0;179.414;0;20763.585;0;0;0;0;0;0;0;0;0;0;0
6303060;ASTAMBUL;306.889;50918.984;9106.909;76053.336;12398.107;3782.013;18053.136;0;43.563;0;0;0;0;0;0;0;0;0;0;0;0;0
6303070;KARANG INTAN;4994.76;71626.811;141148.301;77111.072;51695.674;103167.945;0;1396.467;0;70.654;0;0;31052.59;0;0;0;0;0;60.001;0;0;0
6303080;ARANIO;3436.237;20508.211;7684.533;0;5436.344;52997.008;0;275.799;0;0;0;0;12565.504;0;0;5284.834;0;0;0;0;0;0
6303090;SUNGAI PINANG;53.451;57279.943;56429.176;55030.656;42134.912;168369.028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6303091;PARAMASAN;0;9260.31;1755.865;8755.928;21870.207;97968.104;20702.338;0;38.871;0;0;0;0;0;0;0;0;0;0;0;0;0
6303100;PENGARON;122.096;57457.602;38268.341;89501.129;40228.282;67268.726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6303101;SAMBUNG MAKMUR;548.639;137330.637;60209.946;36471.137;18773.313;86776.552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6303110;MATARAMAN;251.725;79925.331;50825.498;92715.225;18211.144;66467.428;15736.599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6303120;SIMPANG EMPAT;173.674;90900.458;84545.518;61177.788;27537.427;65614.912;24642.579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6303121;TELAGA BAUNTUNG;0;41505.771;20109.997;7108.605;14412.012;20626.298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6303122;CINTAPURI DARUSSALAM;63.774;73517.356;193474.254;9233.57;22740.678;105275.086;0;1340.094;310.66;13.146;0;0;0;0;0;0;0;0;0;0;0;0
6304010;TABUNGANEN;15718.694;70753.905;1370.972;7268.385;28721.219;34463.623;0;27.706;269.558;0;0;0;0;0;0;0;0;0;0;0;0;0
6304020;TAMBAN;40822.959;131106.431;15398.608;40399.371;14147.601;21111.845;0;1733.665;0;364.64;0;0;0;82.859;0;2179.027;0;0;0;0;0;0
6304030;MEKAR SARI;0;74686.142;15339.96;38318.089;20459.019;28203.31;0;0;0;11.167;0;0;0;0;0;0;0;0;0;0;0;0
6304040;ANJIR PASAR;0;69770.79;3557.466;13437.036;72965.121;26374.814;13818.22;0;0;157.55;0;0;0;0;0;0;0;0;0;0;0;0
6304050;ANJIR MUARA;61.667;74056.988;4373.204;17454.345;36671.709;28449.082;8635.154;0;0;496.088;0;0;0;0;0;0;0;0;0;0;0;0
6304060;ALALAK;4002.677;281716.619;24055.096;20927.605;46914.865;18044.921;21006.291;779.521;101.233;33.945;0;0;9956.301;0;118.08;346.914;40.849;0;0;0;0;0
6304070;MANDASTANA;71.8;161655.541;9602.214;0;47558.586;41288.842;25929.682;0;181.177;0;0;0;0;0;100.785;0;0;0;363.608;0;0;0
6304071;JEJANGKIT;0;70884.707;21064.777;0;34143.295;47244.549;0;0;40.773;0;0;0;0;0;0;2108.414;0;0;0;0;0;0
6304080;BELAWANG;24.993;48905.846;2637.994;17181.013;9095.502;47794.768;0;0;0;0;0;0;0;0;0;255.786;0;0;0;0;0;0
6304090;WANARAYA;21.372;160953.524;31940.787;0;43291.002;67060.736;0;0;0;245.769;0;0;0;0;0;0;0;0;0;0;0;0
6304100;BARAMBAI;0;85861.557;39308.572;22099.994;37478.481;38518.684;0;1791.823;225.836;70.223;0;0;4721.753;0;0;0;0;0;0;0;0;0
6304110;RANTAU BADAUH;0;121831.61;11893.326;0;22818.096;38329.047;16698.755;0;408.559;26.636;0;0;0;0;0;0;0;0;0;0;0;0
6304120;CERBON;0;84522.283;27214.535;18327.814;19231.927;3786.342;9008.433;0;0;0;0;0;6801.684;0;0;624.618;0;0;0;0;0;0
6304130;BAKUMPAI;756.436;30218.193;29962.935;0;9980.85;20528.293;6831.638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6304140;MARABAHAN;215.596;89276.759;52467.519;9219.831;7912.642;11701.903;4257.948;365.004;37.892;155.876;0;0;21421.762;0;0;189.632;0;0;0;0;0;0
6304150;TABUKAN;0;32357.041;57072.02;0;22846.187;26233.313;0;0;0;0;0;0;7257.256;0;0;0;0;0;0;0;0;0
6304160;KURIPAN;0;13479.322;74278.048;0;4599.319;23815.291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6305010;BINUANG;120.961;133217.929;108712.632;30066.772;29332.776;50122.361;27170.251;0;0;0;0;0;7659.459;0;0;0;0;3033.307;0;0;0;0
6305011;HATUNGUN;94.568;71156.137;32180.665;48354.129;11463.565;50341.465;0;0;0;0;0;0;0;0;0;545.197;0;0;0;0;0;0
6305020;TAPIN SELATAN;2007.377;72938.512;81032.168;26743.333;4499.326;44570.449;13012.124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6305021;SALAM BABARIS;0;47620.296;42942.598;42653.354;3761.22;23355.503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6305030;TAPIN TENGAH;1922.066;31740.894;167590.261;30142.01;1796.688;32576.85;0;0;0;0;0;0;25874.228;0;0;0;0;0;0;0;0;0
6305040;BUNGUR;2379.089;39196.143;77655.435;42333.273;27425.881;24297.435;13593.08;0;0;0;0;0;11370.333;0;28.086;186.327;0;0;0;0;0;0
6305050;PIANI;6555.454;20841.714;38441.738;33004.345;17284.077;15693.341;20631.962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6305060;LOKPAIKAT;195.199;51747.355;62065.257;22653.39;12392.992;10955.449;11095.163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6305070;TAPIN UTARA;558.974;50483.422;6254.304;59603.112;10167.304;13437.587;15982.096;379.034;0;0;0;0;19810.324;155.042;0;0;74.238;0;0;0;752.628;0
6305080;BAKARANGAN;243.421;20252.876;1162.723;27969.001;10290.807;5151.067;11556.799;0;0;0;0;0;0;0;0;691.369;0;0;0;0;0;0
6305090;CANDI LARAS SELATAN;2536.562;10713.213;34739.962;6320.024;6566.354;20271.592;19568.631;0;0;0;0;0;7095.516;0;0;0;0;0;0;0;0;0
6305100;CANDI LARAS UTARA;1270.905;27304.896;383422.114;5009.709;14541.446;26834.17;21744.445;140.292;47.02;0;0;0;0;0;0;136.422;0;0;0;0;0;0
6306010;PADANG BATUNG;434.938;69765.72;15926.843;41473.593;19344.311;26834.101;22194.228;85.335;200.171;0;0;0;14732.973;0;0;0;0;0;0;0;0;0
6306020;LOKSADO;4470.156;25576.285;981.338;42013.763;716.984;13938.29;32685.556;4669.346;0;2.335;0;0;0;0;0;0;0;0;0;0;0;0
6306030;TELAGA LANGSAT;0;29040.812;1842.902;24643.307;10688.198;12137.79;0;0;0;0;0;0;10397.719;0;0;0;0;0;0;0;0;0
6306040;ANGKINANG;91.509;35745.696;1016.079;28726.112;5554.878;1493.855;9238.613;0;0;0;0;0;2424.548;0;0;558.83;0;0;0;0;0;0
6306050;KANDANGAN;1129.175;68303.089;4233.69;45878.256;8433.689;14112.436;34122.812;0;0;0;19479.836;0;9127.554;0;140.992;0;0;0;0;0;0;0
6306060;SUNGAI RAYA;333.264;45722.754;21281.162;36311.894;18371.885;29060.899;23928.185;0;0;0;0;0;5418.761;0;0;0;0;0;0;0;0;0
6306070;SIMPUR;268.758;57331.811;11320.398;41135.656;13185.445;5644.455;11104.422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6306080;KALUMPANG;0;11976.491;34878.175;5199.891;12360.285;11949.455;11053.42;0;0;0;0;0;0;59.979;0;0;0;0;0;0;0;0
6306090;DAHA SELATAN;235.124;14104.631;57064.17;16542.529;0;7092.952;0;0;2506.706;360.486;11652.518;0;0;0;0;0;0;0;0;0;0;0
6306091;DAHA BARAT;0;19069.013;121492.34;7815.493;0;0;0;0;0;162.202;0;0;0;0;0;0;0;0;0;0;0;0
6306100;DAHA UTARA;978.208;21682.133;30551.152;4950.44;0;5919.887;0;266.586;0;0;14074.988;0;0;0;0;0;0;0;0;0;0;0
6307010;HARUYAN;1699.465;48452.111;678.057;67768.809;10705.969;2607.319;4960.274;192.299;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6307020;BATU BENAWA;296.885;29702.312;1085.696;21888.044;3107.312;8428.23;0;428.512;0;141.085;0;0;31065.994;0;0;0;0;0;0;0;0;0
6307030;HANTAKAN;0;55575.823;930.248;36836.135;492.395;8242.75;0;541.085;0;153.931;0;0;5012.087;0;0;48.068;0;0;0;0;0;0
6307040;BATANG ALAI SELATAN;0;56067.321;2108.969;56154.771;4116.997;10225.442;7334.665;207.004;0;0;0;0;25210.068;0;17.979;0;0;0;0;0;0;0
6307041;BATANG ALAI TIMUR;347.538;13904.02;5471.938;36964.758;13762.832;8203.602;0;447.464;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6307050;BARABAI;272.537;58417.431;8107.137;62443.601;985.585;16764.226;11981.333;0;7045.643;0;0;0;10341.781;33.234;100.914;0;0;0;31.672;0;0;0
6307060;LABUAN AMAS SELATAN;731.963;23844.101;1022.954;48756.333;197.3;11129.496;15703.222;0;0;0;0;0;6886.056;0;0;106.248;0;825.395;0;0;0;0
6307070;LABUAN AMAS UTARA;1979.957;39226.73;6334.063;37974.839;6202.656;10401.676;18684.805;129.096;0;30.171;0;0;0;0;0;0;0;0;0;799.563;0;0
6307080;PANDAWAN;743.023;61068.913;4385.471;72414.916;2152.352;24613.706;1635.894;0;24.814;38.948;0;0;0;0;53.119;27.469;0;0;0;0;0;0
6307090;BATANG ALAI UTARA;648.746;63985.679;3806.296;28017.34;5256.672;4100.489;14556.718;0;0;37.219;0;0;0;0;0;55.113;0;0;0;0;0;0
6307091;LIMPASU;0;46555.037;59.179;2049.757;6194.978;1258.871;0;0;0;0;0;0;12493.918;0;0;0;0;0;0;0;0;0
6308010;DANAU PANGGANG;0;12265.574;0;0;0;0;0;1069.144;0;16733.255;15729.914;0;0;0;0;221.928;0;0;0;0;4818.699;0
6308011;PAMINGGIR;0;21605.17;0;0;1784.051;0;0;0;0;86.245;0;0;0;0;0;0;0;0;0;0;0;0
6308020;BABIRIK;0;31760.291;212.209;1997.11;0;0;0;107.598;0;9946.464;32121.235;0;0;0;0;0;0;0;0;0;0;0
6308030;SUNGAI PANDAN;131.136;77556.379;1096.564;12328.108;9073.505;1087.499;8176.154;1506.089;0;5010.076;25982.357;0;0;0;0;0;0;0;0;0;0;0
6308031;SUNGAI TABUKAN;0;21184.13;0;9700.191;2106.737;0;0;91.431;0;0;13421.778;0;1110.648;0;0;0;0;0;0;0;1787.139;0
6308040;AMUNTAI SELATAN;238.55;61002.752;440.949;7923.096;0;0;0;0;0;629.6;4636.217;0;8190.873;0;0;0;0;0;0;0;0;0
6308050;AMUNTAI TENGAH;209.392;72299.046;5475.952;26116.942;942.732;10038.332;15426.555;1010.626;0;0;10258.787;63.161;0;12.255;0;0;0;0;0;0;0;0
6308060;BANJANG;0;67250.783;30833.312;12312.95;91166.941;10039.752;0;0;0;0;6750.397;0;0;0;0;0;0;0;0;0;0;0
6308070;AMUNTAI UTARA;0;24277.174;3885.863;37140.294;150.414;822.361;17325.618;0;0;228.604;0;0;3736.988;0;0;0;0;1114.762;0;0;4376.182;0
6308071;HAUR GADING;0;30207.536;790.792;31126.172;0;0;0;237.957;232.966;403.331;0;0;0;0;0;0;0;0;0;0;5112.196;0
6309010;BANUA LAWAS;175.683;51844.685;4264.229;18964.467;7160.932;1666.774;0;234.244;118.004;107.046;0;0;18971.067;0;0;0;0;0;0;0;0;0
6309020;PUGAAN;0;4074.917;1665.473;8447.547;0;21804.016;12946.365;0;0;0;0;0;2669.668;0;0;0;0;0;0;0;0;0
6309030;KELUA;0;33186.022;13170.435;22749.894;3316.468;2237.81;21274.485;75.172;0;172.017;0;0;28357.494;0;0;0;0;0;0;0;0;0
6309040;MUARA HARUS;0;13156.459;5100.608;13129.95;0;8737.233;14244.081;0;0;0;0;0;16977.012;0;0;0;0;0;0;0;0;0
6309050;TANTA;290.897;42592.22;80875.335;41109.623;2304.723;34270.482;23215.398;0;0;188.308;0;0;11860.481;162.47;0;0;0;0;0;0;0;0
6309060;TANJUNG;354.324;60600.597;24090.797;19433.409;13755.159;42500.783;20317.244;211.371;0;291.355;17023.714;0;22203.753;0;0;0;0;0;0;0;0;0
6309070;MURUNG PUDAK;1985.891;151079.602;209419.459;59036.033;23217.345;43297.374;47402.931;239.898;130.571;0;0;0;2081.091;10.035;111.638;0;0;1180.056;0;0;0;0
6309080;HARUAI;0;55874.142;122033.259;60942.423;10038.254;1749.643;32121.42;1203.717;0;0;17779.767;0;14300.313;0;0;0;0;0;0;0;0;0
6309081;BINTANG ARA;0;28828.279;94850.703;15803.702;31312.494;110379.559;0;11.715;0;67.028;0;0;0;0;0;0;0;0;0;0;0;0
6309090;UPAU;0;30155.908;25641.656;21909.5;873.088;5926.674;0;50.937;0;0;0;0;24973.487;0;0;0;0;0;0;0;0;0
6309100;MUARA UYA;2002.217;103056.078;34205.976;46467.285;35958.95;4214.423;16264.716;188.84;0;0;0;0;16117.908;0;0;0;0;0;0;0;0;0
6309110;JARO;1677.557;45271.003;12474.448;28837.486;28924.502;8027.877;25154.149;255.674;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6310010;KUSAN HILIR;338.062;202185.569;142770.928;28579.535;26129.901;67720.738;28008.97;0;64.093;0;0;0;13820.417;0;0;0;0;0;0;0;0;0
6310020;SUNGAI LOBAN;1072.088;148029.365;339375.218;15352.923;18962.422;88930.556;28052.131;0;0;0;0;0;10424.949;0;0;0;0;0;0;0;0;0
6310030;SATUI;2682.531;207064.814;1158585.185;0;120646.212;175619.619;43903.82;658.357;0;0;0;0;0;0;17.071;647.546;0;0;0;0;0;0
6310031;ANGSANA;595.453;156839.752;288710.757;0;14568.931;198546.879;24871.239;5526.268;0;0;0;0;0;0;0;298.266;0;1118.995;0;0;0;0
6310040;KUSAN HULU;66.553;76716.585;414986.754;65862.369;46080.858;251409.134;0;0;0;0;0;0;78210.915;0;0;0;0;0;0;0;32263.033;0
6310041;KURANJI;0;51885.157;223371.731;22665.765;978.493;18656.071;0;0;0;0;0;0;23093.78;0;0;0;0;0;0;0;0;0
6310050;BATU LICIN;784.67;91549.225;119630.093;22921.846;9566.573;48508.557;15196.44;0;36.918;0;0;0;30051.864;0;48.16;0;36.887;0;0;0;0;0
6310051;KARANG BINTANG;0;97644.32;97055.783;37069.283;22752.435;44565.467;27190.659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6310052;SIMPANG EMPAT;5042.45;231103.448;308325.495;14076.236;25066.529;52998.29;70442.755;77.849;0;0;0;0;58925.893;11.875;236.21;0;128.581;5368.941;0;0;0;0
6310053;MANTEWE;0;140921.374;768119.594;24978.866;36011.528;31084.612;75334.079;0;0;0;11.713;0;72767.58;0;0;0;0;0;0;0;32263.033;0
6311010;LAMPIHONG;0;31824.892;11845.013;29735.528;6658.641;10909.139;0;0;0;0;26650.027;58.755;10472.675;0;0;0;0;0;0;0;0;0
6311020;BATU MANDI;0;54585.845;3463.605;12350.604;7508.976;8315.985;19437.914;0;118.681;0;0;0;32924.464;0;0;0;0;0;0;0;0;0
6311030;AWAYAN;0;37043.249;15261.348;19900.203;8140.092;11657.72;0;0;0;0;0;0;40600.518;0;0;0;0;0;0;0;0;0
6311031;TEBING TINGGI;0;16570.558;6577.416;13485.898;3173.055;23888.536;0;0;30.443;0;0;0;0;0;0;0;0;0;0;0;0;0
6311040;PARINGIN;848.516;36833.59;143189.622;5720.78;4756.43;24193.67;11935.476;110.523;0;43.946;6902.428;0;27034.541;0;0;0;0;0;0;0;0;0
6311041;PARINGIN SELATAN;503.174;39395.682;10008.944;23216.122;1167.14;0;10619.519;0;0;0;4655.163;0;18487.413;37.921;39.585;0;0;0;0;0;0;0
6311050;JUAI;0;35123.962;97573.537;18702.109;12244.081;27765.414;0;0;0;0;0;0;31047.949;0;0;0;0;0;0;0;0;0
6311060;HALONG;541.713;86171.799;30600.526;33211.789;32843.756;10392.719;0;128.103;27.141;0;0;0;16846.477;0;0;0;0;0;0;0;0;0
6371010;BANJARMASIN SELATAN;3680.853;232611.748;21584.286;30585.147;1253.186;4809.063;12843.503;21.082;36.986;11.813;0;0;8145.108;0;728.813;8762.577;0;0;0;0;0;0
6371020;BANJARMASIN TIMUR;4658.824;214257.522;9904.363;7437.718;3336.962;5891.267;12629.516;2246.945;0;0;4297.55;0;10618.094;0;428.097;7424.073;0;0;0;16.872;0;0
6371030;BANJARMASIN BARAT;17138.046;96316.307;32951.315;18970.528;0;589.655;8635.891;3525.225;0;0;0;0;9713.945;8.42;490.015;56168.602;0;0;0;25.15;0;0
6371031;BANJARMASIN TENGAH;22359.275;49962.736;24114.144;21447.142;54.17;1043.846;13259.597;8716.408;3714.758;49.305;1754.231;0;13784.032;44.073;373.537;26493.683;14.366;0;0;2803.403;0;161.344
6371040;BANJARMASIN UTARA;8180.171;250089.105;18328.498;30799.454;1655.751;6629.256;6677.582;2464.943;0;6.733;0;0;6684.865;480.517;139.856;11584.539;0;0;0;0;1019.903;313.18
6372010;LANDASAN ULIN;915.745;428074.454;81367.817;23396.003;71479.328;32268.384;21934.49;1434.365;0;0;0;0;33500.632;72.071;57.865;1099.43;121.592;1275.433;0;0;0;0
6372011;LIANG ANGGANG;1338.806;243337.057;49544.718;24760.214;49076.869;38708.706;41262.096;1482.761;0;0;0;0;20295.22;44.345;270.128;466.35;0;0;0;0;0;0
6372020;CEMPAKA;10938.054;160790.479;53967.456;41027.939;94256.849;31143.512;0;2600.45;0;0;11391.55;0;0;65.874;0;237.35;0;0;98.713;0;854.361;0
6372031;BANJAR BARU UTARA;1376.015;285668.234;21184.801;18836.076;26072.443;10360.193;11208.055;455.739;0;0;0;0;26295.287;34.472;118.203;0;100.126;0;0;0;0;0
6372032;BANJAR BARU SELATAN;686.413;209021.005;24180.965;25958.528;6072.69;7656.983;11196.905;1333.433;2271.521;0;11363.707;0;13307.468;21.328;101.692;0;91.974;0;0;0;0;0
