;Provinsi;Kecamatan;Rata2 Kapita;SE;VAR;CI LOWER;CI UPPER;RSE;DEFF
197;16;1612050;711048.323;44536.29597;1983481659;62375878.69;79833785.92;6.263469659;1.363799997
198;16;1613010;1025503.243;263128.4616;69236587325;50978093.49;154122555.1;25.65847192;0.860069928
199;16;1613020;869968.3712;84672.67085;7169461190;70401298.58;103592375.7;9.73284474;2.846262371
200;16;1613030;849261.0463;87993.80459;7742909646;67679635.85;102172573.4;10.36121991;5.259545705
201;16;1613040;1013952.278;96623.97287;9336192134;82457277.1;120333178.5;9.529439894;4.689436006
202;16;1613050;1043944.092;85138.05115;7248487754;87707657.85;121081160.6;8.155422476;1.429890988
203;16;1613060;783969.0478;56544.37078;3197265867;67314411.75;89479397.8;7.212576944;1.331020033
204;16;1613070;872690.0804;109908.4911;12079876409;65727339.63;108810676.4;12.59421799;4.708469007
205;16;1671010;813879.3776;53004.39957;2809466374;70999266.34;91776609.18;6.512562061;0.605698216
206;16;1671011;842966.3387;178914.9322;32010552966;49229951.53;119363316.2;21.22444563;3.180432688
207;16;1671020;1101382.567;53153.36095;2825279780;99720389.39;120556124;4.826057951;0.325549412
208;16;1671021;1397580.79;133834.6746;17911720126;113526964.8;165989193.2;9.576167301;1.643425678
209;16;1671022;1567379.184;438536.1664;1.92314E+11;70786409.21;242689427.6;27.97894541;6.791424867
210;16;1671030;1402728.745;367476.6947;1.35039E+11;68248765.85;212296983.2;26.19727413;2.08280465
211;16;1671031;953330.9587;85943.76432;7386330626;78488427.59;112177764.1;9.015102629;1.43858178
212;16;1671040;1676767.589;166720.8885;27795854651;135000065.2;200353452.6;9.942993265;2.46319973
213;16;1671041;772396.3004;42350.4504;1793560649;68939094.29;85540165.8;5.482994983;0.270054315
214;16;1671050;2444972.023;389736.3285;1.51894E+11;168110285.5;320884119;15.94031854;2.171851594
215;16;1671051;2376678.888;695138.8964;4.83218E+11;101423168.7;373912609;29.24833051;4.644499223
216;16;1671060;1533000.505;202429.6448;40977761099;113624569.1;192975531.8;13.20479962;3.36092513
217;16;1671061;1335934.579;129494.8204;16768908504;108212939.5;158973976.4;9.693200728;1.161910917
218;16;1671062;2040149.919;340080.7236;1.15655E+11;137360394.8;270669588.9;16.66939868;1.600153546
219;16;1671070;1268028.822;95472.80876;9115057212;108090555.5;145515208.8;7.529230181;1.110564943
220;16;1671071;1551061.649;101887.0679;10380974598;135136666.5;175075663.2;6.568859978;0.44919437
221;16;1671080;1289674.827;72958.26906;5322909024;114667924.8;143267040.7;5.657105769;0.695653058
222;16;1671081;1674370.523;211628.706;44786709214;125958588.1;208915516.5;12.63929955;4.499081381
223;16;1672010;941821.9968;236659.8398;56007879791;47797723.41;140566675.9;25.12787349;3.033326889
224;16;1672020;1087484.301;87670.2784;7686077715;91565371.25;125931488.9;8.061751176;2.10349923
225;16;1672021;868313.5869;226094.3574;51118658440;42517678.93;131145038.4;26.03833002;3.540446273
226;16;1672030;744425.4545;77874.19828;6064390758;59179483.06;89705607.85;10.46098005;1.680861788
227;16;1672031;825685.0263;78255.14106;6123867103;67230776.82;97906228.43;9.477602061;1.838987513
228;16;1672040;876647.7791;143617.0101;20625845582;59516361.18;115813194.6;16.38252141;2.033227538
229;16;1673010;1048929.293;218769.8369;47860241540;62014829.19;147771029.4;20.85649036;0.656722511
230;16;1673011;787752.1519;44427.48591;1973801504;70067587.96;87482842.42;5.639779695;0.947756145
231;16;1673020;875062.1208;58306.45379;3399642553;76078357.13;98934067.03;6.663121669;0.78504799
232;16;1673030;1043526.443;80327.89858;6452571290;88608665.48;120096623.1;7.697734841;2.857186623
233;16;1673040;883058.8559;79899.85264;6383986452;72645802.24;103965968.9;9.048077838;2.654597627
234;16;1674011;922842.4904;85979.53639;7392480677;75432569.57;109135928.5;9.316815955;1.458199698
235;16;1674012;1084927.361;97122.08075;9432698569;89457158.08;127528314.2;8.951943164;1.173308943
236;16;1674021;1027134.356;90734.52946;8232754836;84929794.63;120497076.6;8.833754699;1.239842104
237;16;1674022;1518647.363;197151.7088;38868796297;113223711.5;190505761.2;12.9820598;2.973033582
238;16;1674031;1453424.61;237826.5392;56561462752;98729315.84;191955606.1;16.36318373;4.093185136
239;16;1674032;1293205.329;170593.671;29102200581;95884787.83;162756278.1;13.19153789;1.712522052
240;16;1674041;860707.3623;34946.69149;1221271246;79221310.56;92920161.9;4.060229181;0.799351343
241;16;1674042;898031.2908;86859.68838;7544605466;72778942.98;106827315.2;9.672234061;1.285168542
242;63;6301010;1076514.429;80064.44857;6410315925;91959099.32;123343786.4;7.437378118;1.645716809
243;63;6301020;1169115.01;117042.354;13698912638;93971621.17;139851380.9;10.01119248;1.57744258
244;63;6301030;937127.9103;3567.756375;12728885.55;93013523.63;94412058.43;0.380711783;0.002027605
245;63;6301031;1035989.976;41722.9107;1740801277;95421457.37;111776537.8;4.02734695;0.729766116
246;63;6301040;1009314.691;93305.81158;8705974474;82643866.04;119219072.1;9.244471763;3.748156887
247;63;6301050;985641.1387;31682.94114;1003808759;92354371.52;104773856.2;3.214449954;0.634658
248;63;6301060;1175088.371;120722.3356;14573882311;93847694.09;141169980.1;10.27346867;3.451527478
249;63;6301061;1272849.807;72701.03172;5285440013;113035840.3;141534121.1;5.711674019;1.013189942
250;63;6301070;1449061.769;154783.2842;23957865074;114569210.7;175243143.2;10.68162086;5.280415087
251;63;6301080;1329101.01;63383.25961;4017437598;120487210.4;145332991.6;4.76888206;0.97508644
252;63;6301090;1186339.309;43356.73561;1879806522;110136166.9;127131694.9;3.654665682;0.934576536
253;63;6302020;892355.0601;9277.457637;86071220.2;87417157.73;91053854.29;1.03965989;0.010193352
254;63;6302021;833543.031;44323.22797;1964548538;74667110.05;92041496.16;5.317449289;0.08536861
255;63;6302030;1065809.433;307179.8841;94359481209;46374792.32;166787094.2;28.82127655;5.063835264
256;63;6302031;845668.6103;62006.65348;3844825076;72413780.27;96719941.79;7.332263812;1.134616076
257;63;6302040;1612624.909;105532.3516;11137077227;140578530.1;181946451.8;6.544135028;0.364503634
258;63;6302050;1400059.53;24931.91739;621600504.7;135119387;144892519;1.780775521;0.049032479
259;63;6302060;1414937.445;244393.1084;59727991447;93593575.47;189393913.6;17.27236135;4.319624422
260;63;6302061;1374286.719;93769.44961;8792709680;119050197.5;155807146.3;6.823135836;1.306122697
261;63;6302062;1088719.671;139873.4286;19564576023;81457278.84;136286655.3;12.84751551;2.168600837
262;63;6302120;1307408.674;86306.99898;7448898073;113825006.5;147656728.4;6.601378793;0.388884993
263;63;6302121;1517615.143;114618.1761;13137326283;129296764.6;174226264;7.552519267;0.794729781
264;63;6302130;940200.067;62218.78715;3871177474;81825348.51;106214664.9;6.617611435;0.892626467
265;63;6302140;1042101.862;86654.28235;7508964649;87226258.98;121194113.5;8.315337059;0.269304342
266;63;6302150;1324394.989;164714.6123;27130903516;100156028.1;164722969.7;12.43697037;3.009000824
267;63;6302160;1019045.839;38069.39052;1449278494;94443120.51;109366047.4;3.735787837;1.060257931
268;63;6302161;1298008.518;162312.109;26345220720;97988263.06;161613440.6;12.50470291;1.475081205
269;63;6302170;756533.2124;1928.351792;3718540.633;75275371.24;76031271.25;0.25489321;0.003341699
270;63;6302180;1515890.827;322368.4622;1.03921E+11;88406025.12;214772140.3;21.26594188;4.895158293
271;63;6302190;1653209.397;130979.6774;17155675884;139649394.7;190992484.8;7.922751806;0.715546031
272;63;6302200;1461523.75;262103.2639;68698120938;94781079.29;197523670.8;17.93356172;4.234646074
273;63;6302201;1526976.76;161328.319;26026826504;121077906.5;184317445.5;10.56521116;2.269982475
274;63;6303010;968434.8891;94794.97323;8986086950;78264015.56;115422962.3;9.788471512;5.719179752
275;63;6303011;1352675.277;97651.21922;9535760616;116128240.4;154406815;7.219117617;0.305258463
276;63;6303020;1498670.117;233155.506;54361489966;104169372.2;195564651.1;15.5574935;3.903813317
277;63;6303030;2053785.111;403002.8448;1.62411E+11;126391405;284365617.3;19.62244456;3.7917982
278;63;6303031;1274957.409;39144.2628;1532273310;119823606.3;135167875.4;3.07024082;0.355075114
279;63;6303040;1161575.596;112512.7541;12659119831;94105465.04;138209654.2;9.686218826;1.816792239
280;63;6303050;1861913.632;305077.706;93072406671;126397231.6;245985494.8;16.38516957;1.66646196
281;63;6303051;1054940.908;60002.58734;3600310487;93733799.78;117254381.8;5.687767617;0.146014821
282;63;6303052;1348166.781;121991.5422;14881936372;110906775.2;158726581;9.048698123;0.55024652
283;63;6303060;908412.3686;76457.25853;5845712382;75855889.55;105826584.2;8.416580528;1.802635956
284;63;6303070;1134935.596;87643.58662;7681398275;96315732.31;130671387;7.722340095;1.09135713
285;63;6303080;1629156.643;87020.59334;7572583665;145859941.4;179971387.2;5.341450357;0.251267457
286;63;6303090;876115.3862;51635.50374;2666225247;77491165.86;97731911.39;5.893687584;0.382269675
287;63;6303100;1083620.397;159968.5707;25589943626;77008776;139715303.5;14.76241783;3.389223509
288;63;6303101;942624.7479;94261.46949;8885224631;75787566.25;112737383.3;9.999893352;0.614150181
289;63;6303110;1559340.087;169817.1151;28837852582;122650465.7;189217551.6;10.89031934;1.733974618
290;63;6303120;1357733.869;239442.25;57332591088;88843568.24;182703205.5;17.63543324;1.015919223
291;63;6303122;1814042.727;163693.5565;26795580430;149320925.2;213487620.2;9.023688034;1.617366693
292;63;6304010;768332.5509;24563.92401;603386362.6;72018814.46;81647695.73;3.197043256;0.258309693
293;63;6304020;1086104.864;84210.25563;7091367153;92105579.56;125115393.2;7.753418518;1.340301564
294;63;6304030;1103048.214;52515.12603;2757838462;100012045.9;120597597;4.760909391;1.203188523
295;63;6304040;1596699.903;107714.1193;11602331506;138558410.9;180781569.8;6.746046588;1.593104115
296;63;6304050;847473.3028;17375.89303;301921658.7;81341717.83;88152942.74;2.050317453;0.104342793
297;63;6304060;1268048.505;174698.2714;30519486023;92564618.49;161045082.5;13.77693919;4.19803923
298;63;6304070;1076221.569;169707.9415;28800785393;74360011.59;140884302.2;15.76886641;3.508285548
299;63;6304071;700122.5582;4.00E-11;1.60E-21;70012255.82;70012255.82;5.72E-15;3.70E-31
300;63;6304080;979818.1135;91501.68841;8372558982;80047809.97;115915812.7;9.338640219;0.759111784
301;63;6304090;903237.0342;12554.28678;157610116.6;87863108.42;92784298.41;1.389921616;0.05236394
302;63;6304100;1120162.154;37183.03392;1382578012;104728474.6;119303956.1;3.319433155;0.136935376
303;63;6304110;1248697.089;189320.3597;35842198584;87763600.21;161975817.5;15.16143198;0.906548175
304;63;6304120;1008008.252;73712.55135;5433540227;86353430.57;115248219.7;7.312693248;1.461042389
305;63;6304130;1135814.748;58891.33329;3468189136;102038985.5;125123964;5.184941771;0.404479928
306;63;6304140;1498784.975;129170.321;16684971818;124561579.8;175195415.2;8.618335727;0.764725221
307;63;6304150;1192335.296;5.82E-11;3.39E-21;119233529.6;119233529.6;4.88E-15;1.63E-31
308;63;6304160;1000038.381;123536.72;15261321196;75791085.86;124216590.3;12.35319788;2.712719724
309;63;6305010;1542141.224;142977.2873;20442504686;126191089;182237155.8;9.271348503;2.468997324
310;63;6305011;1145147.027;59424.72621;3531298085;102867670.4;126161735.1;5.189266075;0.43670386
311;63;6305020;988434.9592;79398.10273;6304058718;83281753.74;114405238.1;8.032708879;1.723031487
312;63;6305021;1436273.491;231285.7932;53493118135;98296166.6;188958531.6;16.1031861;1.752333328
313;63;6305030;1024459.971;116877.3743;13660320618;79538452.64;125353541.5;11.40868142;2.36703365
314;63;6305040;1398603.915;128680.2144;16558597569;114639532.9;165081250;9.200618775;2.017162972
315;63;6305050;1074155.928;9.46E-11;8.95E-21;107415592.8;107415592.8;8.81E-15;1.16E-30
316;63;6305060;1455299.783;140276.3205;19677446090;118036324.7;173023631.9;9.638998239;1.928780182
317;63;6305070;1970078.994;170473.1445;29061093008;163595777;230420021.8;8.653112137;2.077746572
318;63;6305080;1169297.245;79514.53957;6322562004;101345161.1;132514287.8;6.800199003;0.899634543
319;63;6305090;1144467.614;72424.19258;5245263670;100251880.5;128641642.3;6.328199393;0.422719591
320;63;6305100;975183.9721;70352.9934;4949543681;83729463.88;111307330.5;7.214330364;1.814150028
321;63;6306010;1273858.41;73368.82887;5382985050;113005814.8;141765867.2;5.759574872;0.664407063
322;63;6306020;844948.0285;89416.87865;7995378188;66969416.68;102020189;10.58253001;1.875698402
323;63;6306030;1438477.808;159444.7388;25422624735;112597186.3;175098375.4;11.08426824;0.826125038
324;63;6306040;1201907.12;82817.58097;6858751719;103958764.4;136422659.6;6.890514214;1.629408817
325;63;6306050;1184324.623;93606.64953;8762204837;100085896.2;136779028.5;7.903799996;2.414468628
326;63;6306060;1766730.383;107663.3997;11591407631;155571399.7;197774676.9;6.093934916;0.487391219
327;63;6306070;1136223.619;84458.5846;7133252513;97068783.5;130175940.3;7.433271337;1.036890482
328;63;6306080;796426.1986;44817.84131;2008638900;70858484.38;88426755.35;5.627369038;0.628380572
329;63;6306090;805819.8497;69914.04165;4887973220;66879084.61;94284885.34;8.676137933;2.496972809
330;63;6306091;963055.3472;63947.21246;4089245982;83772111.38;108838958.1;6.640035035;0.992531892
331;63;6306100;878060.1005;47120.61972;2220352803;78570538.29;97041481.8;5.366445839;1.664060972
332;63;6307010;1088047.225;92387.02143;8535361730;90697199.08;126912246;8.491085614;1.972738788
333;63;6307020;1115572.544;119606.1311;14305626608;88114883.44;134999625.3;10.72150187;1.847319793
334;63;6307030;781590.7599;60034.44141;3604134155;66392541.69;89925610.29;7.681058233;2.20066452
335;63;6307040;1018540.289;132167.353;17468209201;75949703.67;127758354;12.97615367;3.322463889
336;63;6307041;775318.4797;57129.18347;3263743604;66334733.76;88728962.17;7.368479531;0.96163265
337;63;6307050;1632338.537;261151.6144;68200165684;112049077.8;214418629.5;15.99861845;5.073649256
338;63;6307060;1058465.676;80094.84363;6415183977;90148266.7;121544868.5;7.567070474;1.580961859
339;63;6307070;980842.8057;52858.30203;2794000093;87724243.74;108444317.4;5.389069658;2.278725993
340;63;6307080;1020062.339;123513.9455;15255694740;77797945.39;126214522.4;12.10847032;1.259254643
341;63;6307090;1639235.815;555830.8026;3.08948E+11;54982746.06;272864417;33.90792206;2.302914878
342;63;6307091;718858.8077;62773.53251;3940516384;59582494.48;84189267.06;8.732386923;2.695562601
343;63;6308010;799082.2074;104393.6717;10898038694;59447437.06;100369004.4;13.06419674;1.643611002
344;63;6308011;1072946.003;169339.8624;28675989005;74104597.18;140484603.5;15.78270126;3.143777829
345;63;6308020;940107.869;179141.2442;32091585391;58899748.21;129121825.6;19.05539249;4.043069101
346;63;6308030;1271969.688;324984.2932;1.05615E+11;63501217.77;190892719.8;25.54968851;2.904080235
347;63;6308031;1086317.849;152285.3574;23190830082;78784403.31;138479166.5;14.01848985;2.440130808
348;63;6308040;968260.4489;103532.8082;10719042382;76533987.35;117118102.4;10.69266109;1.369046795
349;63;6308050;1873605.603;294727.7466;86864444643;129594983.4;245126137.2;15.73051159;2.747806611
350;63;6308060;1537348.163;266795.8785;71180040810;101443785;206025847.6;17.3542913;0.587564177
351;63;6308070;892211.6365;57339.99725;3287875285;77982730.7;100459596.6;6.426726004;1.923309688
352;63;6308071;1101996.087;331802.0828;1.10093E+11;45167595.48;175231621.9;30.10918883;5.99401028
353;63;6309010;1076840.635;71245.6753;5075946249;93720167.73;121647959.3;6.616176339;0.442068835
354;63;6309020;1583556.065;5.82E-11;3.39E-21;158355606.5;158355606.5;3.68E-15;5.35E-32
355;63;6309030;1245968.206;114464.4486;13102109991;102162200.9;147031440.3;9.186787273;2.300349154
356;63;6309040;742931.8712;4.37E-11;1.91E-21;74293187.12;74293187.12;5.88E-15;5.38E-31
357;63;6309050;1199702.551;92844.9698;8620188417;101772975.4;138167534.8;7.738999113;1.870005436
358;63;6309060;1247003.401;95142.12741;9052024407;106052825.8;143347854.4;7.629660618;2.193856946
359;63;6309070;1983661.564;153672.2924;23615173448;168246940.6;228485372.3;7.74690074;3.072282394
360;63;6309080;1322776.901;113410.2955;12861895130;110049680.6;154505699.6;8.573652552;2.944606206
361;63;6309081;1153566.765;34082.11941;1161590863;108676703.9;122036649.2;2.954499074;0.235908097
362;63;6309090;1013767.84;106848.0262;11416500704;80434955.71;122318612.4;10.5396938;1.237653126
363;63;6309100;1112535.238;85689.68645;7342722364;94458653.86;128048393.7;7.702199762;0.925927313
364;63;6309110;1075960.254;142882.4848;20415404469;79591573.01;135600477.9;13.27953186;3.138485804
365;63;6310010;1055727.893;96210.30697;9256423168;86715915.63;124429663;9.11317278;1.211681599
366;63;6310020;1263829.184;91044.31587;8289067453;108538560.4;144227276.4;7.203846614;1.024110759
367;63;6310030;1576884.995;150235.516;22570710267;128242879.4;187134119.5;9.527360367;2.489011674
368;63;6310031;1550340.538;156284.5922;24424873760;124402836.6;185665271;10.08066217;1.442106775
369;63;6310040;1623476.891;72790.20311;5298413669;148081071.5;176614306.8;4.483599582;1.441933387
370;63;6310041;1049600.887;329.9095394;108840.3042;104895427.6;105024749.8;0.031431904;1.37E-05
371;63;6310050;1518950.428;112593.8467;12677374324;129827054.3;173963031.2;7.412608382;0.826761897
372;63;6310051;1467225.608;126910.9893;16106399206;121848463.9;171596657.6;8.649725622;1.124558047
373;63;6310052;1360148.859;89228.05041;7961644980;118526509.4;153503262.4;6.560168016;1.11312471
374;63;6310053;1189447.547;112225.5622;12594576801;96948948.66;140940560.7;9.435099721;1.186673876
375;63;6311010;1036062.982;64704.65042;4186691786;90924419.72;116288176.6;6.24524296;1.756960724
376;63;6311020;1310312.917;98923.26726;9785812805;111642687.6;150419895.8;7.54959109;1.388426385
377;63;6311030;1151806.95;65466.1903;4285822072;102349557.5;128011832.5;5.683781497;0.48246775
378;63;6311031;821327.7326;1371.44091;1880850.17;81863975.78;82401570.74;0.166978522;0.000657649
379;63;6311040;1632486.27;62527.38227;3909673533;150993485.2;175503768.7;3.830193456;0.384074281
380;63;6311041;1469040.293;174989.8903;30621461720;112606641.1;181201417.6;11.91185096;1.260386848
381;63;6311050;1151116.062;90222.23734;8140052111;97428372.67;132794839.8;7.837805438;3.034649082
382;63;6311060;984295.8002;86140.48897;7420183840;81546354.43;115312805.6;8.751483949;2.132381471
383;63;6371010;1437607.213;145215.8759;21087650602;115298932.6;172222510;10.10122059;3.072217353
384;63;6371020;1961945.991;194482.1885;37823321640;158076790.6;234312407.6;9.912718768;2.311214829
385;63;6371030;1910481.615;166444.4057;27703740204;158425657.4;223670665.5;8.712169982;1.992867194
386;63;6371031;1714647.437;234041.347;54775352118;125593482.6;217336004.8;13.64953179;2.602293741
387;63;6371040;1942381.463;192877.5481;37201748558;156434841.6;232041451.1;9.929952057;2.525174718
388;63;6372010;1891585.035;196170.1731;38482736797;150709856.1;227607150.9;10.37067694;2.592408676
389;63;6372011;1303003.116;81873.46744;6703264670;114253406.8;146347216.3;6.28344372;0.844082533
390;63;6372020;1379462.387;142057.5365;20180343665;110103473.2;165789004.2;10.29803623;1.529869959
391;63;6372031;2215601.354;119102.5546;14185418514;198216463.7;244903807.2;5.375631061;0.796282282
392;63;6372032;2239605.823;280178.6969;78500102184;169046566.8;278874597.8;12.51017898;2.858464946
